,Iteration,#Training_samples,F1,Precision,Recall,AUC
0,0.0,6416.0,0.8762260625875758,0.8733705772811918,0.8791002811621368,0.8761173047601729
1,0.0,6416.0,0.9493433395872419,0.9502347417840376,0.9484536082474226,0.94950665486998
